id,thai,romanization,english,category,used_in_lessons,reviewer_ok,reviewer_correction,reviewer_note
"sp06","ลีก","lèek","league","sport","","","",""
"sp07","แชมเปียน","chairm-bpian","champion","sport","","","",""
"sp08","คู่แข่ง","kôo-kèng","competitor","sport","","","",""
"sp09","เพื่อนร่วมทีม","pêuan-rûam-teem","teammate","sport","","","",""
"sp10","นักกีฬา","nák-gee-laa","sportsperson","sport","","","",""
"sp11","โค้ช","kóht","coach","sport","","","",""
"sp12","คะแนน","ká-nairn","points","sport","","","",""
"sp13","ล็อคเกอร์","lók-gêr","locker","sport","","","",""
"sp14","ฝึกซ้อม","fèuk-sórm","to coach","sport","","","",""
"sp15","แข่งขัน","kèng-kǎn","to compete","sport","","","",""
"sp16","ทำคะแนน","tam-ká-nairn","to score","sport","","","",""
"sp17","เสมอกัน","sà-měr-gan","to draw (a match)","sport","","","",""
"sp18","ห้องเปลี่ยนเสื้อผ้า","hông-bplìan-sêua-pâa","changing room","sport","","","",""
"sp19","ศูนย์กีฬา","sǒon-gee-laa","leisure centre","sport","","","",""
"sp20","กรรมการ","gam-má-gaan","referee","sport","","","",""
"sp21","ป้ายบอกคะแนน","bpâai-bòrk-ká-nairn","scoreboard","sport","","","",""
"sp22","โพเดียม","poh-diam","podium","sport","","","",""
"sp23","ผู้ชม","pôo-chom","spectators","sport","","","",""
"sp24","สเตเดียม","sà-dtay-diam","stadium","sport","","","",""
"sp25","ที่นั่ง","têe-nâng","stands","sport","","","",""
"sp26","ทีม","teem","team","sport","","","",""
"sp27","ถ้วยรางวัล","tûay-raang-wan","trophy","sport","","","",""
"sp28","เล่นปิงปอง","lên-bping-bporng","to play table tennis","sport","","","",""
"sp29","เสิร์ฟ","sèrp","to serve","sport","","","",""
"sp30","รับ","ráp","to receive","sport","","","",""
"sp31","ตบ","dtòp","to smash","sport","","","",""
"sp32","ติดเน็ต","dtìt-nét","to hit the net","sport","","","",""
"sp33","ออกนอกโต๊ะ","òrk-nôrk-dtó","to go off the table","sport","","","",""
"sp34","ไม้ปิงปอง","máai-bping-bporng","table tennis bat","sport","","","",""
"sp35","เน็ตโต๊ะปิงปอง","nét-dtó-bping-bporng","table tennis net","sport","","","",""
"sp36","โต๊ะปิงปอง","dtó-bping-bporng","table tennis table","sport","","","",""
"sp37","กองหลัง","gorng-lǎng","defender","sport","","","",""
"sp38","กองหน้า","gorng-nâa","striker","sport","","","",""
"sp39","ตัวสำรอง","dtua-sǎm-rorng","substitute","sport","","","",""
"sp40","คิกออฟ","kík-órp","kick-off","sport","","","",""
"sp41","ครึ่งเวลา","krêung-way-laa","half-time","sport","","","",""
"sp42","หมดเวลา","mòt-way-laa","full-time","sport","","","",""
"sp43","ต่อเวลา","dtòr-way-laa","extra time","sport","","","",""
"sp44","ทดเวลาบาดเจ็บ","tót-way-laa-bàat-jèp","injury time","sport","","","",""
"sp45","ฟรีคิก","free-kík","free kick","sport","","","",""
"sp46","การโหม่งลูก","gaan-mòhng-lôok","header","sport","","","",""
"sp47","เซฟ","sáyp","save","sport","","","",""
"sp48","ฟาวล์","faao","foul","sport","","","",""
"sp49","ตำแหน่งล้ำหน้า","dtam-nèng-lám-nâa","offside","sport","","","",""
"sp50","ลูกโทษ","lôok-tôht","penalty","sport","","","",""
"sp51","เล่นฟุตบอล","lên-fút-born","to play football","sport","","","",""
"sp52","เตะ","dtè","to kick","sport","","","",""
"sp53","เลี้ยงลูก","líang-lôok","to dribble","sport","","","",""
"sp54","แย่งลูก","yâirng-lôok","to tackle","sport","","","",""
"sp55","ส่งลูก","sòng-lôok","to pass the ball","sport","","","",""
"sp56","ทำประตู","tam-bprà-dtoo","to score a goal","sport","","","",""
"sp57","ลูกฟุตบอล","lôok-fút-born","football","sport","","","",""
"sp58","รองเท้าฟุตบอล","rorng-táao-fút-born","football boots","sport","","","",""
"sp59","การแข่งฟุตบอล","gaan-kèng-fút-born","football match","sport","","","",""
"sp60","นักฟุตบอล","nák-fút-born","football player","sport","","","",""
"sp61","โกล์","goh","goal","sport","","","",""
"sp62","ผู้รักษาประตู","pôo-rák-sǎa-bprà-dtoo","goalkeeper","sport","","","",""
"sp63","นกหวีด","nók-wèet","whistle","sport","","","",""
"sp64","ใบเหลือง","bai-lěuang","yellow / red card","sport","","","",""
"sp65","ลูกเสิร์ฟที่ผู้รับไม่สามารถรับได้","lôok-sèrp-têe-pôo-ráp-mâi-sǎa-mâat-ráp-dâai","ace","sport","","","",""
"sp66","ลูกเสิร์ฟ","lôok-sèrp","serve","sport","","","",""
"sp67","แบ็คแฮนด์","bèk-hairn","backhand","sport","","","",""
"sp68","โฟร์แฮนด์","foh-hairn","forehand","sport","","","",""
"sp69","การเสิร์ฟเสีย","gaan-sèrp-sǐa","fault","sport","","","",""
"sp70","การเสิร์ฟลูกเสียสองครั้ง","gaan-sèrp-lôok-sǐa-sǒrng-kráng","double fault","sport","","","",""
"sp71","การตีโต้","gaan-dtee-dtôh","rally","sport","","","",""
"sp72","เล่นเดี่ยว","lên-dìaw","singles","sport","","","",""
"sp73","เล่นคู่","lên-kôo","doubles","sport","","","",""
"sp74","มืออันดับท็อป","meuu-an-dàp-tóp","top seed","sport","","","",""
"sp75","เล่นเทนนิส","lên-tayn-nít","to play tennis","sport","","","",""
"sp76","เล่นแบดมินตัน","lên-bàirt-min-dtan","to play badminton/squash","sport","","","",""
"sp77","ตี","dtee","to hit","sport","","","",""
"sp79","แบดมินตัน","bàirt-min-dtan","badminton","sport","","","",""
"sp80","ไม้แบดมินตัน","máai-bàirt-min-dtan","badminton racket","sport","","","",""
"sp81","ลูกขนไก่","lôok-kǒn-gài","shuttlecock","sport","","","",""
"sp82","เด็กเก็บลูก","dèk-gèp-lôok","ball boy/girl","sport","","","",""
"sp83","ผู้กำกับเส้น","pôo-gam-gàp-sên","line judge","sport","","","",""
"sp84","เทนนิส","tayn-nít","tennis","sport","","","",""
"sp85","ลูกเทนนิส","lôok-tayn-nít","tennis ball","sport","","","",""
"sp86","สนามเทนนิส","sà-nǎam-tayn-nít","tennis court","sport","","","",""
"sp87","นักเทนนิส","nák-tayn-nít","tennis player","sport","","","",""
"sp88","ไม้เทนนิส","máai-tayn-nít","tennis racket","sport","","","",""
"sp89","ผู้ตัดสิน","pôo-dtàt-sǐn","umpire","sport","","","",""
"sp91","สควอช","sà-kwórt","squash","sport","","","",""
"sp92","ลูกสควอช","lôok-sà-kwórt","squash ball","sport","","","",""
"sp93","ไม้สควอช","máai-sà-kwórt","squash racket","sport","","","",""
"fit01","ยิม","yim","gym","fitness","","","",""
"fit02","เจ้าหน้าที่ฟิตเนส","jâo-nâa-têe-fít-nâyt","gym instructor","fitness","","","",""
"fit03","สมาชิกฟิตเนส","sà-maa-chík-fít-nâyt","gym membership","fitness","","","",""
"fit04","เทรนเนอร์ส่วนตัว","trayn-ner-sùan-dtua","personal trainer","fitness","","","",""
"fit05","คลาสออกกำลังกาย","kláat-òrk-gam-lang-gaai","fitness class","fitness","","","",""
"fit06","ตารางเวลาคลาส","dtaa-raang-way-laa-kláat","class schedule","fitness","","","",""
"fit07","ชมรมวิ่ง","chom-rom-wîng","running club","fitness","","","",""
"fit08","รักษาความฟิต","rák-sǎa-kwaam-fít","to keep fit","fitness","","","",""
"fit09","ออกกำลังกาย","òrk-gam-lang-gaai","to exercise","fitness","","","",""
"fit10","เข้าคลาสออกกำลังกาย","kâo-kláat-òrk-gam-lang-gaai","to do a fitness class","fitness","","","",""
"fit11","ไปวิ่ง","bpai-wîng","to go for a run","fitness","","","",""
"fit12","ไปฟิตเนส","bpai-fít-nâyt","to go to the gym","fitness","","","",""
"fit13","เครื่องสกายวอล์ค","krêuang-sà-gaai-wórk","cross trainer","fitness","","","",""
"fit14","ดัมเบล","dam-bayn","dumbbell / hand weights","fitness","","","",""
"fit15","จักรยานออกกำลังกาย","jàk-grà-yaan-òrk-gam-lang-gaai","exercise bike","fitness","","","",""
"fit16","เสื่อออกกำลังกาย","sèua-òrk-gam-lang-gaai","exercise mat","fitness","","","",""
"fit17","โฟมนวดกล้ามเนื้อ","fohm-nûat-glâam-néua","foam roller","fitness","","","",""
"fit18","ลูกบอลออกกำลังกาย","lôok-born-òrk-gam-lang-gaai","gym ball","fitness","","","",""
"fit19","เคตเทิลเบล","káyt-tern-bayn","kettle bell","fitness","","","",""
"fit20","กรรเชียงบก","gan-chiang-bòk","rowing machine","fitness","","","",""
"fit21","เชือกกระโดด","chêuak-grà-dòht","skipping rope","fitness","","","",""
"fit22","เครื่องวิ่ง","krêuang-wîng","treadmill","fitness","","","",""
"fit23","ชุดยกน้ำหนัก","chút-yók-nám-nàk","weightlifting bench","fitness","","","",""
"fit24","แอโรบิก","air-roh-bìk","aerobics","fitness","","","",""
"fit25","เซอร์กิตเทรนนิ่ง","ser-gìt-trayn-nîng","circuit training","fitness","","","",""
"fit26","ลันจ์","lán","lunges","fitness","","","",""
"fit27","พิลาทิส","pí-laa-tít","Pilates","fitness","","","",""
"fit28","วิดพื้น","wít-péuun","press-ups","fitness","","","",""
"fit29","ซิทอัป","sít-àp","sit-ups","fitness","","","",""
"fit30","การปั่นจักรยาน","gaan-bpàn-jàk-grà-yaan","spinning","fitness","","","",""
"fit31","สควอท","sà-kwórt","squats","fitness","","","",""
"fit32","แอโรบิกในน้ำ","air-roh-bìk-nai-náam","water aerobics","fitness","","","",""
"fit33","ยกน้ำหนัก","yók-nám-nàk","weightlifting","fitness","","","",""
"fit34","โยคะ","yoh-ká","yoga","fitness","","","",""
"sp94","การกระโดดแล้วส่งลูกลงห่วง","gaan-grà-dòht-láew-sòng-lôok-long-hùang","layup","sport","","","",""
"sp95","การจับลูกบาสลงห่วง","gaan-jàp-lôok-bàat-long-hùang","slam dunk","sport","","","",""
"sp96","การชู้ตลูกโทษ","gaan-chóot-lôok-tôht","free throw","sport","","","",""
"sp97","เล่นบาสเก็ตบอล","lên-bàat-gèt-born","to play basketball","sport","","","",""
"sp98","รับลูก","ráp-lôok","to catch","sport","","","",""
"sp99","โยนลูก","yohn-lôok","to throw a ball","sport","","","",""
"sp100","บล็อก","blòk","to block","sport","","","",""
"sp101","กั้น","gân","to mark a player","sport","","","",""
"sp102","ห่วง","hùang","basket (hoop)","sport","","","",""
"sp103","ลูกบาส","lôok-bàat","basketball","sport","","","",""
"sp104","สนามบาส","sà-nǎam-bàat","basketball court","sport","","","",""
"sp105","การแข่งบาสเก็ตบอล","gaan-kèng-bàat-gèt-born","basketball game","sport","","","",""
"sp106","นักบาสเก็ตบอล","nák-bàat-gèt-born","basketball player","sport","","","",""
"sp107","รองเท้าบาสเก็ตบอล","rorng-táao-bàat-gèt-born","basketball shoes","sport","","","",""
"sp108","ท่ากบ","tâa-gòp","breaststroke","sport","","","",""
"sp109","ท่ากรรเชียง","tâa-gan-chiang","backstroke","sport","","","",""
"sp110","ท่าฟรีสไตล์","tâa-free-sà-dtai","front crawl","sport","","","",""
"sp111","ท่าผีเสื้อ","tâa-pěe-sêua","butterfly (stroke)","sport","","","",""
"sp112","ลู่","lôo","lane (track)","sport","","","",""
"sp113","ความยาว","kwaam-yaao","length","sport","","","",""
"sp114","เรียนว่ายน้ำ","rian-wâai-náam","swimming lesson","sport","","","",""
